format	definitions	instances	example
DM100151743	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
DMSP3603,DMSP3602	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
Date ISO-8601	1	7	https://api.swaggerhub.com/apis/danielkonimbo/Konimbo/1.0.0
Datetime	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
Datetime ISO 8601	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Descriptive text for policy violation	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
Dmitry	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Double	1	8	https://api.swaggerhub.com/apis/amira123456/experiment-createdpredictive_exp/2.0
E.164	1	3	https://api.swaggerhub.com/apis/mayboroda/smart-connector-backoffice/1
ETSI, ENUM, NOT, DONE	1	27	https://api.swaggerhub.com/apis/pelle1024/VNF/1.0.0
Email	1	1	https://api.swaggerhub.com/apis/njrasser/test/1.0.0
Employee	1	1	https://api.swaggerhub.com/apis/alexzaitzev/stages/1.0.0
Enumeration name	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
Free/Basic/Plus	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
GMT Timestamp	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
HEX	1	1	https://api.swaggerhub.com/apis/antonfos/ics/1.0.0
HLS	1	1	https://api.swaggerhub.com/apis/happyesthete/channel-services_api/2.7.0
HTML	1	1	https://api.swaggerhub.com/apis/DanskSupermarked/PublicAPIs/1
HTTPS Image URL	1	4	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Hex RGB	1	3	https://api.swaggerhub.com/apis/dept/urfu/0.0.0
IATA code of airport	1	2	https://api.swaggerhub.com/apis/stinethebean/ClaimCompass-Microsoft2/1.0.0
IBAN	1	1	https://api.swaggerhub.com/apis/Chetana14/IBANNameCheck/1.0.0
ID or Email	1	1	https://api.swaggerhub.com/apis/rayhan/employee-app_api/1.0.0
IMSI	1	6	https://api.swaggerhub.com/apis/c9katayama/SORACOM/20160405
IPv4 IP address	1	1	https://api.swaggerhub.com/apis/swamin7191/getTripEvent/1.0.0
IPv4 address	1	2	https://api.swaggerhub.com/apis/cisco-ccf-nws/VPNaaS/1.0.0
IPv4 based subnet	1	1	https://api.swaggerhub.com/apis/swamin7191/getTripEvent/1.0.0
ISO	1	1	https://api.swaggerhub.com/apis/Icdev/affise-api/2
ISO 4217	1	2	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ISO 8601 duration	1	1	https://api.swaggerhub.com/apis/amilos/Entitlements/v1
ISO-2	1	5	https://api.swaggerhub.com/apis/mayboroda/smart-connector-backoffice/1
ISO-639	1	1	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
ISO-8601 Date format YYYY-MM-DDTHH:mm:ss	1	4	https://api.swaggerhub.com/apis/chench/aggiefeed/1.0.0
ISO-8601 time (HH':'mm':'ss.FFFFFFF)	1	2	https://api.swaggerhub.com/apis/stefanraffeiner/homeaway-hsapi_swagger_definition/10
ISO-9362	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ISO4217	1	3	https://api.swaggerhub.com/apis/iliya/Currencies/1.0.0
ISO8061	1	2	https://api.swaggerhub.com/apis/kuindji.quantomic/ssocial/1.0.0
ISO_3166-1_alpha-2	1	3	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
Initials Firstname Lastname	1	1	https://api.swaggerhub.com/apis/DBiT/larbiz/v0
JWT Token	1	3	https://api.swaggerhub.com/apis/MatusMaterna/Intranet/1.0.0
JWT token	1	1	https://api.swaggerhub.com/apis/MatusMaterna/Intranet/1.0.0
Jackson	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Kozyrev	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lat:Lng	1	3	https://api.swaggerhub.com/apis/grishkov.mn/Claris.Map/1.0.0
Lenght<128 (Великолепно)	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lenght<256 (Все было весело)	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Lenght<256 (Не, было по-другому)	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Light, Dark	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Long	1	1	https://api.swaggerhub.com/apis/vignesh_a/firstDataAPI/3.0.0
Lowercase alphanumeric	1	3	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
MAC	1	4	https://api.swaggerhub.com/apis/manciniadriano/ENERGIS/1.0.0
MCC from Enum	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
MD5	1	1	https://api.swaggerhub.com/apis/devtest/EmployBridge/1.0.0
MM-YYYY	1	1	https://api.swaggerhub.com/apis/lmaderuelo/hbRestAPI/1.0.0
MM/DD/YYYY	1	5	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
MM/DD/YYYY hh:mm	1	1	https://api.swaggerhub.com/apis/ajeets1971/VirtualDriveThru/1.0.0
MM/DD/YYYY hh:mm TT	1	2	https://api.swaggerhub.com/apis/ajeets1971/VirtualDriveThru/1.0.0
Michael	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
My comment	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
My room name	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
NAF code from Enum	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
Not specified...	1	6	https://api.swaggerhub.com/apis/pelle1024/VNF/1.0.0
Number	1	1	https://api.swaggerhub.com/apis/pattch/OrgDB/1.0.0
ObjectId	1	1	https://api.swaggerhub.com/apis/ejvinotto/FirstDraft/1.0.0
ObjectId ('581cefbcf577abad8b8a4eа3')	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
ObjectId ('581cefbcf577abad8b8aded0')	1	21	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
ObjectId ('58337137f577ab5c3ffea8eb')	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
One of the values from preview-types endpoint	1	1	https://api.swaggerhub.com/apis/flipmokid/web-messaging_admin_api/0.0.13
One of the values from trigger-types endpoint	1	1	https://api.swaggerhub.com/apis/flipmokid/web-messaging_admin_api/0.0.13
PONG	1	1	https://api.swaggerhub.com/apis/bynd.markosamuli/healthcheck/1.0.0
Party documentation description	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Party documentation sample	1	7	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
Plain Text	1	1	https://api.swaggerhub.com/apis/ok200/FLZ/1.0.0
Planning	1	1	https://api.swaggerhub.com/apis/jakubk/BCM-xG/1
PlugType	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
QAM	1	1	https://api.swaggerhub.com/apis/happyesthete/channel-services_api/2.7.0
RFC 3986	1	4	https://api.swaggerhub.com/apis/matryer/AuthStar/1.0.0
SPARQL or SPARQL Update query	1	1	https://api.swaggerhub.com/apis/keski/rest-spin/1.0.0
Security	1	1	https://api.swaggerhub.com/apis/vinnarasu/ncs-marketplace/1.0.0
Single word hybris key	1	1	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
Sting	1	1	https://api.swaggerhub.com/apis/ramanatha106/Nightwing/1.0
TABLE	1	3	https://api.swaggerhub.com/apis/liang3404814/lc-lelab/3.0.0
TECI	1	1	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
TX-{10 Digits}	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
Text to put into response body. Omit to let implem...	1	1	https://api.swaggerhub.com/apis/daljian/ErrorCodeMapping/1.0.0
Two letter ISO Language Code	1	7	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
UK Postcode	1	1	https://api.swaggerhub.com/apis/BRupholdt/Mosaic/1.0.0
UNIX timestamp	1	1	https://api.swaggerhub.com/apis/stinethebean/ClaimCompass-Microsoft2/1.0.0
URL encoded string	1	5	https://api.swaggerhub.com/apis/keski/rest-spin/1.0.0
USD	1	4	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
UTF-8	1	40	https://api.swaggerhub.com/apis/morfn/self-service_help_admin_api/2.0.0
UUID for logo picture	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
UUID for signature picture	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
UUID of user that created item	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
UUID of user that modified item	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
UiT + phone_number	1	2	https://api.swaggerhub.com/apis/dianacerra0901/registro-unico_services/2.0.2
Untitled material databas	1	1	https://api.swaggerhub.com/apis/natellium/material-database/1.0.0
VarChar(10)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(100)	1	32	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(1000)	1	8	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(15)	1	12	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(20)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(200)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(250)	1	1	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(50)	1	6	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(500)	1	4	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
VarChar(75)	1	10	https://api.swaggerhub.com/apis/tyagi-iiitv/test-balrog/1.0.0
Visa, Discover, Mastercard	1	2	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
WBR_RR/SuppliersPortalAdmin	1	4	https://api.swaggerhub.com/apis/Wildberries/DocumentsStorage/1.2.1
WILDBERRIES\the.username	1	4	https://api.swaggerhub.com/apis/Wildberries/DocumentsStorage/1.2.1
XX	1	3	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
XX/XX	1	1	https://api.swaggerhub.com/apis/Avizacherman/dibs-api/2.0.0
XXXX-XXXX	1	1	https://api.swaggerhub.com/apis/ttkdroid/Test/1.0.0
Y	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
Y-m-d	1	2	https://api.swaggerhub.com/apis/qup-dev/admin3-api/1.0.0
YYYY-MM-DD HH:MM:SS	1	3	https://api.swaggerhub.com/apis/jakerator/tracker_api/1.0.0
YYYY-MM-DD hh:mm:ss	1	4	https://api.swaggerhub.com/apis/yates009/IRE/1.2
YYYY-MM-DDTHH:MM:SSZ	1	8	https://api.swaggerhub.com/apis/diegofguillen/localSports/1.0.0
YYYY-MM-DDThh:mm:ss.sTZD	1	1	https://api.swaggerhub.com/apis/drakkar/AuditTrail/1.0.0
YYYY-MM-DD_HH24:MI:SS	1	9	https://api.swaggerhub.com/apis/paulredmond79/i-q_sonar_se_rest_api/2017-01-25.1
YYYY-MM-DDtHH24:MI:SSz	1	1	https://api.swaggerhub.com/apis/AllUnite/all-unite_traffic_api/2.12
YYYYMM	1	1	https://api.swaggerhub.com/apis/juggerd/cpc/0.0.0
YYYYMMDD	1	1	https://api.swaggerhub.com/apis/juggerd/cpc/0.0.0
[0,11] chars. 1/2	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[0,255]	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[1-9][0-9]{9}	1	1	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
[4,45] chars	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[?, 254]	1	6	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
[?,20] chars	1	1	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
[?,45]	1	3	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
[A-Z]{2}[0-9]{4}	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
[imageName1, imageName2 ..]	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
[min]-[max]	1	11	https://api.swaggerhub.com/apis/neopost/eccomvp/1.0.0
[min]-[max]/[Total]	1	11	https://api.swaggerhub.com/apis/neopost/eccomvp/1.0.0
\d+\.\d+\.\d+	1	1	https://api.swaggerhub.com/apis/patrick.jungermann/cdp.content.data.content-store/1.0.0
\d{2}:\d{2}	1	8	https://api.swaggerhub.com/apis/benoit.c/APIFrontBackStation/0.0.2
\d{4}-\d{2}-\d{2}	1	2	https://api.swaggerhub.com/apis/benoit.c/APIFrontBackStation/0.0.2
^([0-5][0-9]:[0-5][0-9]$	1	5	https://api.swaggerhub.com/apis/p1p3/ReportingAPI/1.0.0
^([0-9a-zA-Z-]+[\.])+[0-9a-zA-Z-]+$	1	2	https://api.swaggerhub.com/apis/rebel-l/SessionService/0.2.0
^C\d+$	1	1	https://api.swaggerhub.com/apis/helen/as-rest-api-xml/1.0
^[0-9]{1,2}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^[0-9]{1,3}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^[\wぁ-んァ-ン一-龠 　]{1,30}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^\d{4}$	1	1	https://api.swaggerhub.com/apis/rlmartin/payment_service/0.1.0
^\w{1,30}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^ap-northeast-1:[\w-]{36}$	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
^https://s3-ap-northeast-1.amazonaws.com/[\w-/.]{1...	1	1	https://api.swaggerhub.com/apis/Subaru365/YOLO/0.1.0
abc,122002,122001	1	1	https://api.swaggerhub.com/apis/bhaskarvyas001/OnlineXpress/1.0.0
abcd1234	1	1	https://api.swaggerhub.com/apis/julianohsf/Rapaze/1.0.0
af7c2f47-f8c0-466d-8b3a-9b158860fba6	1	2	https://api.swaggerhub.com/apis/natellium/material-database/1.0.0
alarmstate	1	1	https://api.swaggerhub.com/apis/chris.carter/2015.10/1.0.0
alpha-2	1	1	https://api.swaggerhub.com/apis/electrific_fm/Electrific_CSO/0.1.0
ana/luiz/maria	1	2	https://api.swaggerhub.com/apis/estevaolucas/Clubinho/0.0.1
any	1	1	https://api.swaggerhub.com/apis/jowie/HypeBird/0.1b
anypassword	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
base58check	1	2	https://api.swaggerhub.com/apis/rodders1991/WineProject/1.0.0
base64 image	1	1	https://api.swaggerhub.com/apis/DibbsZA/BlockEx/0.0.1
base64url	1	2	https://api.swaggerhub.com/apis/RobyHyde/recruiting/1.0
bigint	1	8	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
byte32	1	1	https://api.swaggerhub.com/apis/praveennagpal/reinsurance-contracts_api/1.0.0
cents	1	1	https://api.swaggerhub.com/apis/paulmandal/ads-api/1.0.0
character varying	1	264	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
checkbox	1	3	https://api.swaggerhub.com/apis/atmacaberke/Anheuser-Busch/1.0
clob	1	6	https://api.swaggerhub.com/apis/happysathya/OpenDirectAPI/1.0
cloudinaryID	1	1	https://api.swaggerhub.com/apis/salockhart/CrapMap/1.0.0
com.alertdriving.esb.account.Account	1	1	https://api.swaggerhub.com/apis/royzhu/account-system/0.0.1
comma delimited list of Connect company ids	1	1	https://api.swaggerhub.com/apis/danielcgreen/analyze-api/v1
crontab	1	1	https://api.swaggerhub.com/apis/vagur/freeely-device_control_and_monitoring_api/0.0.1
crypted string	1	1	https://api.swaggerhub.com/apis/Fede72/Falesia/1.0.0
cuc	1	5	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
curie	1	1	https://api.swaggerhub.com/apis/buske/RareConnect/0.1.0
customer-specific	1	2	https://api.swaggerhub.com/apis/alexswilliams/skillsforge_rde_event_api/0.9
d/m/y H:i:s	1	3	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
date  2011-03-12T00:00:00	1	3	https://api.swaggerhub.com/apis/LakanaEngineering/Lakana_RESTful_API_V2.13/2.13
date (RFC-3339)	1	4	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
date yyyy-mm-dd	1	2	https://api.swaggerhub.com/apis/bip42/prismacloud/1.0.0
date-only	1	5	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
date-string	1	1	https://api.swaggerhub.com/apis/Denys/dreamscloud/1.0.0
date-time(iso8601 with timezone)	1	1	https://api.swaggerhub.com/apis/ethan_lee/sway-ml-py/1.0.0
date-timestamp	1	5	https://api.swaggerhub.com/apis/lohengrin332/CINC_export/1.0.0
dateTIme	1	1	https://api.swaggerhub.com/apis/SamuelMcAravey/VendorLink/1.0.0
dateonly	1	2	https://api.swaggerhub.com/apis/ZiNETHQ/SimpleUK/2.0
dates	1	1	https://api.swaggerhub.com/apis/mehdichamouma/awimarket/1.0.0
datetime (RFC-3339)	1	2	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
dateyyyy-mm-ddThh:mm	1	1	https://api.swaggerhub.com/apis/GatoPresto/credit-the_americas_management_api_mapi/1.0.0-b
dd-mm-yy	1	1	https://api.swaggerhub.com/apis/wilvergonzalez.delta/meykos/v1
dd/MM/yy	1	2	https://api.swaggerhub.com/apis/hnquang112/MLoyalty/2.0.0
deciaml	1	1	https://api.swaggerhub.com/apis/huawei.li/rest/1.0.0
decimal value	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
diman-mich@yandex.ru	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
double for percents, int for units and amount	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
double64	1	1	https://api.swaggerhub.com/apis/kovda/UMKA/1.0.0
duration literal	1	1	https://api.swaggerhub.com/apis/athind94/Canopi/0.1.0
email address	1	1	https://api.swaggerhub.com/apis/vvdl/AuthenticationServer/0.1
email(30)	1	1	https://api.swaggerhub.com/apis/pasavvas/HEWI/0.0.1
en-US	1	4	https://api.swaggerhub.com/apis/AndrewBresee/warehouse/0.0.1
enum - CASH - ROLLOVER_401K - WELLS_TRADE_ACCOUNT ...	1	1	https://api.swaggerhub.com/apis/mbedoian/mont/1
enum - issued - closed - in_manual - in_process - ...	1	1	https://api.swaggerhub.com/apis/megakrutak/zaymer-api/1.0
enum - monday - tuesday - wednesday - thursday - f...	1	1	https://api.swaggerhub.com/apis/immi/appointments/0.1
enum -APPROVED -UNAPPROVED	1	1	https://api.swaggerhub.com/apis/angeltooth/hkjc-api_specifications/1.0
enum value	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum values	1	13	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum values or UUID	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enum('1','2','U')	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
enum('Normal', 'Chateado', 'Critico', 'Insatisfeit...	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
enum=['starting', 'started', 'paused', 'finishing'...	1	1	https://api.swaggerhub.com/apis/Mirann/JeFile.Monitor/1.0.0
enum_name	1	1	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
enumeration	1	1	https://api.swaggerhub.com/apis/fktpp/ProductsViaTfs/1.0.0
facebook,vkontakte	1	3	https://api.swaggerhub.com/apis/talaka/api.talaka.user/1.0.0
fbcf581cefbcf577581cefbcf577abad8b8	1	3	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
field1,field2	1	1	https://api.swaggerhub.com/apis/rebel-l/SessionService/0.2.0
flaot	1	1	https://api.swaggerhub.com/apis/lackneets/vaults/1.0.0
flloat	1	1	https://api.swaggerhub.com/apis/electrific_wp4/Electrific_CSP_ADAS/0.1.0
g	1	4	https://api.swaggerhub.com/apis/feymartynov/putinway/0.0.1
gtin13	1	2	https://api.swaggerhub.com/apis/kevinlli/LocateDrinks/0.1
hex color code	1	1	https://api.swaggerhub.com/apis/ankobi/PickToLightControl/1.0.0
hex_color	1	2	https://api.swaggerhub.com/apis/ninjudd/yarn/1.0.0
hexadecimal without pound sign	1	1	https://api.swaggerhub.com/apis/jm.agms/Perpetual-Profits/1.0.0
host	1	1	https://api.swaggerhub.com/apis/helen/mock-test/1.0
hour	1	2	https://api.swaggerhub.com/apis/rubendura/Hypit/v2.0.0
hours	1	1	https://api.swaggerhub.com/apis/rikeshkarki/Airlines/1.0.0
hstore	1	8	https://api.swaggerhub.com/apis/jgwerner/postg-rest_api/0.3.2.0
http address	1	4	https://api.swaggerhub.com/apis/ankobi/PickToLightControl/1.0.0
https://api.app-eventa.com/media/avatars/581cefbcf...	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://api.app-eventa.com/media/covers/9140845298...	1	2	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://google.com	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
https://google.com/pic.jpg	1	7	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
iban	1	1	https://api.swaggerhub.com/apis/nemenemsrouge/be-2_bill_internal_backoffice_api/1.0.0
ican	1	1	https://api.swaggerhub.com/apis/alyen/pts6_wherehouse/1.0.0
icao	1	3	https://api.swaggerhub.com/apis/fabersolutions/flightSchedule/1.0.0
in64	1	1	https://api.swaggerhub.com/apis/sune/Legatbogen/1.0.0
int 32	1	1	https://api.swaggerhub.com/apis/manl/PC-Core-REST-API/1.0.0
int.	1	1	https://api.swaggerhub.com/apis/davidwtf/IaaSOS/v1
int128	1	4	https://api.swaggerhub.com/apis/oMittens/ni-database/1.0.0
int17	1	1	https://api.swaggerhub.com/apis/guilhermehahn/buscaDadosBeneficiario/1.0.0
int2	1	2	https://api.swaggerhub.com/apis/skulzer/Test/1.0.0
int255	1	1	https://api.swaggerhub.com/apis/hrawal/Test/1.0.0
int3	1	4	https://api.swaggerhub.com/apis/Kelhen/bluebox-oic_services/1.0.0
int32	1	1	https://api.swaggerhub.com/apis/andix25/LAG/1.0.0
int32`	1	1	https://api.swaggerhub.com/apis/tonyt1/RoboSim/1.0.0
int63	1	1	https://api.swaggerhub.com/apis/davidwudv/kugou_user_assets/0.9.4
int64 required:true	1	1	https://api.swaggerhub.com/apis/lucksonmachaya/Client/1.0.0
int92	1	1	https://api.swaggerhub.com/apis/lauriChu/PropertyCross_ApI/1.0.0
intMin0Max21845	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
intMin0Max65535	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
integer 0-600	1	1	https://api.swaggerhub.com/apis/kdhamric/crossbrowsertesting-com_live_tests_api/3.0.0
integer or string	1	1	https://api.swaggerhub.com/apis/anson/Testing2/0.0.1
integer/float	1	13	https://api.swaggerhub.com/apis/danielkonimbo/Konimbo/1.0.0
integerMin0Max60000000	1	1	https://api.swaggerhub.com/apis/wuxiuchao/L2VPN-NBI/0.1.0
integet	1	1	https://api.swaggerhub.com/apis/x31forest/LINSI/1
interger	1	1	https://api.swaggerhub.com/apis/mchurakou/world-shop_api/1.0
intt32	1	1	https://api.swaggerhub.com/apis/ashrafk/ahs-apis/1.6.4
ip address	1	1	https://api.swaggerhub.com/apis/alexphi/CertificationAPI/1.0.0
ipaddress	1	5	https://api.swaggerhub.com/apis/apollo17march/api-for_debugger_built_for_remote_instances_of_scrapper/0.0.1
iso	1	2	https://api.swaggerhub.com/apis/bart.goormans/tct_selligent_customer/1.0.0
iso-4217	1	2	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
iso-4217-alpha	1	1	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
iso8601 datetime	1	4	https://api.swaggerhub.com/apis/rikeshkarki/Airlines/1.0.0
issn code	1	2	https://api.swaggerhub.com/apis/ppKrauss/issnl-resolver/1.0.0
jsonb	1	6	https://api.swaggerhub.com/apis/analia.garciain/Eventos/1.0.0
jsoon	1	1	https://api.swaggerhub.com/apis/Flox06/noogat-api/1.0.0
key	1	2	https://api.swaggerhub.com/apis/Enketo/enketo-express-oc-account-manager/1.0.0
label	1	1	https://api.swaggerhub.com/apis/kinlane/API/v1
language code	1	3	https://api.swaggerhub.com/apis/domenik.antosch/SitecoreProspects/1.0.0
language-map	1	1	https://api.swaggerhub.com/apis/shield-9/minerva-api/0.1.0
latitude,longitude	1	1	https://api.swaggerhub.com/apis/theSuess/openspotmap/v0
link	1	3	https://api.swaggerhub.com/apis/geekyapi/sample_api/1.0.0
list	1	1	https://api.swaggerhub.com/apis/guillaumeo/febreze-home_hackathon_api/1.0
localdate	1	5	https://api.swaggerhub.com/apis/sune/Legatbogen/1.0.0
longint	1	1	https://api.swaggerhub.com/apis/akulshin/Drova_server_POC/1.0.0
longtext	1	1	https://api.swaggerhub.com/apis/thejayemiller/DNcore/1.0.0
mac	1	1	https://api.swaggerhub.com/apis/fifco/api-trackend/1.0.0
male/female	1	1	https://api.swaggerhub.com/apis/Denys/dreamscloud/1.0.0
manual (hmc order) OR custom (specific set of rule...	1	5	https://api.swaggerhub.com/apis/dolice/Hybris-Search/1.0.0
map	1	2	https://api.swaggerhub.com/apis/kanxg/test/1.0.0
mediumint 9	1	1	https://api.swaggerhub.com/apis/luisfn/kinghost-api/2.0
meters	1	1	https://api.swaggerhub.com/apis/theSuess/openspotmap/v0
mime	1	1	https://api.swaggerhub.com/apis/shield-9/minerva-api/0.1.0
mongoID	1	1	https://api.swaggerhub.com/apis/salockhart/CrapMap/1.0.0
name of field to sort	1	2	https://api.swaggerhub.com/apis/viacheslav-k/VMS-RD/1.0.0
natural	1	2	https://api.swaggerhub.com/apis/vmfernandez/your-api/3.0.0
newpassword	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
not required	1	1	https://api.swaggerhub.com/apis/dipakmali/Prompto_api/1.1.0
null	1	4	https://api.swaggerhub.com/apis/anson/Testing/0.0.1
numbers	1	1	https://api.swaggerhub.com/apis/SarfarazAlam/LCExchangeDesktop/1.0.0
object-id	1	2	https://api.swaggerhub.com/apis/seangallavan/config/0.0.1
objectId:Explorer	1	1	https://api.swaggerhub.com/apis/wadehuang36/Tiplr/1.0.0
objectId:Tip	1	1	https://api.swaggerhub.com/apis/wadehuang36/Tiplr/1.0.0
oldpassword	1	1	https://api.swaggerhub.com/apis/bugor/django-eventa/1.0.0
opaque	1	14	https://api.swaggerhub.com/apis/adizdari/api-to_manage_purchase_orders/1.0.1
optional/required	1	2	https://api.swaggerhub.com/apis/momin_aadil/Orbango_Api/1.0.0
pasword	1	2	https://api.swaggerhub.com/apis/estevaolucas/Clubinho/0.0.1
percent	1	2	https://api.swaggerhub.com/apis/Cryowatt/LendingClubAPI/v1
